location_id,sensors_id,location,datetime,lat,lon,parameter,units,value
['1235978','7973146','Charlotte-1224494','2025-03-12T02:00:00-04:00','35.2271','-80.8431','um003','particles/cm³','656.875']
['1235978','7973146','Charlotte-1224494','2025-03-12T06:00:00-04:00','35.2271','-80.8431','um003','particles/cm³','736.25']
['1235978','7973146','Charlotte-1224494','2025-03-12T10:00:00-04:00','35.2271','-80.8431','um003','particles/cm³','1333.25']
['1235978','7973146','Charlotte-1224494','2025-03-12T14:00:00-04:00','35.2271','-80.8431','um003','particles/cm³','1084.75']
