location_id,sensors_id,location,datetime,lat,lon,parameter,units,value
['1235978','7973164','Charlotte-1224494','2025-04-09T16:00:00-04:00','35.2271','-80.8431','relativehumidity','%','22.8083332379659']
['1235978','7973164','Charlotte-1224494','2025-04-09T20:00:00-04:00','35.2271','-80.8431','relativehumidity','%','33.65000041325887']
['1235978','7973164','Charlotte-1224494','2025-04-10T00:00:00-04:00','35.2271','-80.8431','relativehumidity','%','55.145833333333336']
['1235978','6530108','Charlotte-1224494','2025-04-09T04:00:00-04:00','35.2271','-80.8431','temperature','c','5.515708724657695']
['1235978','6530108','Charlotte-1224494','2025-04-09T08:00:00-04:00','35.2271','-80.8431','temperature','c','3.6832003792126975']
