location_id,sensors_id,location,datetime,lat,lon,parameter,units,value
['1235978','7973146','Charlotte-1224494','2025-01-03T08:00:00-05:00','35.2271','-80.8431','um003','particles/cm³','791.0']
['1235978','7973146','Charlotte-1224494','2025-01-03T12:00:00-05:00','35.2271','-80.8431','um003','particles/cm³','948.75']
['1235978','7973146','Charlotte-1224494','2025-01-03T16:00:00-05:00','35.2271','-80.8431','um003','particles/cm³','278.625']
['1235978','7973146','Charlotte-1224494','2025-01-03T20:00:00-05:00','35.2271','-80.8431','um003','particles/cm³','426.0']
['1235978','7973146','Charlotte-1224494','2025-01-04T00:00:00-05:00','35.2271','-80.8431','um003','particles/cm³','157.0']
['1235978','7970962','Charlotte-2490581','2025-01-04T03:00:00-05:00','35.2271','-80.8431','pm10','µg/m³','0.9166666666666666']
['1235978','7970962','Charlotte-2490581','2025-01-04T07:00:00-05:00','35.2271','-80.8431','pm10','µg/m³','1.2916666666666667']
['1235978','7970962','Charlotte-2490581','2025-01-04T11:00:00-05:00','35.2271','-80.8431','pm10','µg/m³','1.8333333333333333']
