location_id,sensors_id,location,datetime,lat,lon,parameter,units,value
['1235978','7973164','Charlotte-1224494','2025-02-17T06:00:00-05:00','35.2271','-80.8431','relativehumidity','%','48.53333346048991']
['1235978','7973164','Charlotte-1224494','2025-02-17T10:00:00-05:00','35.2271','-80.8431','relativehumidity','%','31.799999713897705']
['1235978','7973164','Charlotte-1224494','2025-02-17T14:00:00-05:00','35.2271','-80.8431','relativehumidity','%','16.34166693687439']
['1235978','7973164','Charlotte-1224494','2025-02-17T18:00:00-05:00','35.2271','-80.8431','relativehumidity','%','21.600000222524006']
