location_id,sensors_id,location,datetime,lat,lon,parameter,units,value
['1235978','6530128','Charlotte-1224494','2025-03-30T02:00:00-04:00','35.2271','-80.8431','pm25','µg/m³','4.0']
['1235978','6530128','Charlotte-1224494','2025-03-30T06:00:00-04:00','35.2271','-80.8431','pm25','µg/m³','3.7916666666666665']
['1235978','6530128','Charlotte-1224494','2025-03-30T09:00:00-04:00','35.2271','-80.8431','pm25','µg/m³','6.4375']
['1235978','6530128','Charlotte-1224494','2025-03-30T13:00:00-04:00','35.2271','-80.8431','pm25','µg/m³','2.75']
['1235978','6530128','Charlotte-1224494','2025-03-30T18:00:00-04:00','35.2271','-80.8431','pm25','µg/m³','4.333333333333333']
['1235978','6530128','Charlotte-1224494','2025-03-30T22:00:00-04:00','35.2271','-80.8431','pm25','µg/m³','5.681818181818182']
