location_id,sensors_id,location,datetime,lat,lon,parameter,units,value
['1235978','6530108','Charlotte-1224494','2025-03-04T11:00:00-05:00','35.2271','-80.8431','temperature','c','14.06204358736674']
['1235978','6530108','Charlotte-1224494','2025-03-04T15:00:00-05:00','35.2271','-80.8431','temperature','c','16.04356900850932']
['1235978','6530108','Charlotte-1224494','2025-03-04T19:00:00-05:00','35.2271','-80.8431','temperature','c','13.792201201121012']
['1235978','6530108','Charlotte-1224494','2025-03-04T23:00:00-05:00','35.2271','-80.8431','temperature','c','11.57708183924357']
