location_id,sensors_id,location,datetime,lat,lon,parameter,units,value
['1235978','7970784','Charlotte-2490581','2025-03-13T03:00:00-04:00','35.2271','-80.8431','pm1','µg/m³','11.833333333333334']
['1235978','7970784','Charlotte-2490581','2025-03-13T07:00:00-04:00','35.2271','-80.8431','pm1','µg/m³','11.541666666666666']
['1235978','7970784','Charlotte-2490581','2025-03-13T11:00:00-04:00','35.2271','-80.8431','pm1','µg/m³','15.208333333333334']
['1235978','7970784','Charlotte-2490581','2025-03-13T15:00:00-04:00','35.2271','-80.8431','pm1','µg/m³','10.25']
['1235978','7970784','Charlotte-2490581','2025-03-13T19:00:00-04:00','35.2271','-80.8431','pm1','µg/m³','13.958333333333334']
