location_id,sensors_id,location,datetime,lat,lon,parameter,units,value
['1235978','7970784','Charlotte-2490581','2025-03-24T03:00:00-04:00','35.2271','-80.8431','pm1','µg/m³','11.083333333333334']
['1235978','7970784','Charlotte-2490581','2025-03-24T07:00:00-04:00','35.2271','-80.8431','pm1','µg/m³','14.333333333333334']
['1235978','7970784','Charlotte-2490581','2025-03-24T11:00:00-04:00','35.2271','-80.8431','pm1','µg/m³','11.791666666666666']
['1235978','7970784','Charlotte-2490581','2025-03-24T15:00:00-04:00','35.2271','-80.8431','pm1','µg/m³','5.611111111111111']
