location_id,sensors_id,location,datetime,lat,lon,parameter,units,value
['1235978','7973164','Charlotte-1224494','2025-02-14T19:00:00-05:00','35.2271','-80.8431','relativehumidity','%','32.75000015894572']
['1235978','7973164','Charlotte-1224494','2025-02-14T23:00:00-05:00','35.2271','-80.8431','relativehumidity','%','49.4458335240682']
['1235978','6530108','Charlotte-1224494','2025-02-14T03:00:00-05:00','35.2271','-80.8431','temperature','c','1.9312417308489482']
['1235978','6530108','Charlotte-1224494','2025-02-14T07:00:00-05:00','35.2271','-80.8431','temperature','c','-1.153816004594167']
