location_id,sensors_id,location,datetime,lat,lon,parameter,units,value
['1235978','6530108','Charlotte-1224494','2025-03-17T01:00:00-04:00','35.2271','-80.8431','temperature','c','13.284738143285116']
['1235978','6530108','Charlotte-1224494','2025-03-17T05:00:00-04:00','35.2271','-80.8431','temperature','c','11.444174607594809']
['1235978','6530108','Charlotte-1224494','2025-03-17T09:00:00-04:00','35.2271','-80.8431','temperature','c','9.575419187545776']
['1235978','6530108','Charlotte-1224494','2025-03-17T13:00:00-04:00','35.2271','-80.8431','temperature','c','19.249451637268066']
