location_id,sensors_id,location,datetime,lat,lon,parameter,units,value
['1235978','7970784','Charlotte-2490581','2025-03-08T12:00:00-05:00','35.2271','-80.8431','pm1','µg/m³','7.333333333333333']
['1235978','7970784','Charlotte-2490581','2025-03-08T16:00:00-05:00','35.2271','-80.8431','pm1','µg/m³','3.0833333333333335']
['1235978','7970784','Charlotte-2490581','2025-03-08T20:00:00-05:00','35.2271','-80.8431','pm1','µg/m³','1.3333333333333333']
['1235978','7970784','Charlotte-2490581','2025-03-09T00:00:00-05:00','35.2271','-80.8431','pm1','µg/m³','0.375']
['1235978','7973164','Charlotte-1224494','2025-03-08T04:00:00-05:00','35.2271','-80.8431','relativehumidity','%','36.85000069936117']
