location_id,sensors_id,location,datetime,lat,lon,parameter,units,value
['1235978','7970784','Charlotte-2490581','2025-03-29T20:00:00-04:00','35.2271','-80.8431','pm1','µg/m³','3.2916666666666665']
['1235978','7970784','Charlotte-2490581','2025-03-30T00:00:00-04:00','35.2271','-80.8431','pm1','µg/m³','3.8333333333333335']
['1235978','7973164','Charlotte-1224494','2025-03-29T04:00:00-04:00','35.2271','-80.8431','relativehumidity','%','58.833333015441895']
['1235978','7973164','Charlotte-1224494','2025-03-29T08:00:00-04:00','35.2271','-80.8431','relativehumidity','%','65.34166526794434']
['1235978','7973164','Charlotte-1224494','2025-03-29T12:00:00-04:00','35.2271','-80.8431','relativehumidity','%','41.87083371480306']
