location_id,sensors_id,location,datetime,lat,lon,parameter,units,value
['1235978','7973164','Charlotte-1224494','2025-04-23T15:00:00-04:00','35.2271','-80.8431','relativehumidity','%','42.979166984558105']
['1235978','7973164','Charlotte-1224494','2025-04-23T19:00:00-04:00','35.2271','-80.8431','relativehumidity','%','43.912500063578285']
['1235978','7973164','Charlotte-1224494','2025-04-23T23:00:00-04:00','35.2271','-80.8431','relativehumidity','%','58.791666984558105']
['1235978','6530108','Charlotte-1224494','2025-04-23T03:00:00-04:00','35.2271','-80.8431','temperature','c','12.447019894917807']
['1235978','6530108','Charlotte-1224494','2025-04-23T07:00:00-04:00','35.2271','-80.8431','temperature','c','11.57708191871643']
