location_id,sensors_id,location,datetime,lat,lon,parameter,units,value
['1235978','6530128','Charlotte-1224494','2025-03-17T14:00:00-04:00','35.2271','-80.8431','pm25','µg/m³','0.4583333333333333']
['1235978','6530128','Charlotte-1224494','2025-03-17T18:00:00-04:00','35.2271','-80.8431','pm25','µg/m³','1.7916666666666667']
['1235978','6530128','Charlotte-1224494','2025-03-17T22:00:00-04:00','35.2271','-80.8431','pm25','µg/m³','1.25']
['1235978','7970784','Charlotte-2490581','2025-03-17T02:00:00-04:00','35.2271','-80.8431','pm1','µg/m³','3.0833333333333335']
['1235978','7970784','Charlotte-2490581','2025-03-17T06:00:00-04:00','35.2271','-80.8431','pm1','µg/m³','0.75']
