location_id,sensors_id,location,datetime,lat,lon,parameter,units,value
['1235978','6530128','Charlotte-1224494','2025-02-13T14:00:00-05:00','35.2271','-80.8431','pm25','µg/m³','4.708333333333333']
['1235978','6530128','Charlotte-1224494','2025-02-13T18:00:00-05:00','35.2271','-80.8431','pm25','µg/m³','3.3333333333333335']
['1235978','6530128','Charlotte-1224494','2025-02-13T22:00:00-05:00','35.2271','-80.8431','pm25','µg/m³','4.958333333333333']
['1235978','7973164','Charlotte-1224494','2025-02-13T02:00:00-05:00','35.2271','-80.8431','relativehumidity','%','72.95416577657063']
['1235978','7973164','Charlotte-1224494','2025-02-13T06:00:00-05:00','35.2271','-80.8431','relativehumidity','%','73.62045426802202']
